Rank,Theme,Score (0-100),BG,FG,FG/BG Contrast,FG/BG SC-1.4.3/1.4.6 Level,Palette 0,P0 vs BG Contrast,P0 vs BG SC-1.4.3/1.4.6,Palette 1,P1 vs BG Contrast,P1 vs BG SC-1.4.3/1.4.6,Palette 2,P2 vs BG Contrast,P2 vs BG SC-1.4.3/1.4.6,Palette 3,P3 vs BG Contrast,P3 vs BG SC-1.4.3/1.4.6,Palette 4,P4 vs BG Contrast,P4 vs BG SC-1.4.3/1.4.6,Palette 5,P5 vs BG Contrast,P5 vs BG SC-1.4.3/1.4.6,Palette 6,P6 vs BG Contrast,P6 vs BG SC-1.4.3/1.4.6,Palette 7,P7 vs BG Contrast,P7 vs BG SC-1.4.3/1.4.6,Palette 8,P8 vs BG Contrast,P8 vs BG SC-1.4.3/1.4.6,Palette 9,P9 vs BG Contrast,P9 vs BG SC-1.4.3/1.4.6,Palette 10,P10 vs BG Contrast,P10 vs BG SC-1.4.3/1.4.6,Palette 11,P11 vs BG Contrast,P11 vs BG SC-1.4.3/1.4.6,Palette 12,P12 vs BG Contrast,P12 vs BG SC-1.4.3/1.4.6,Palette 13,P13 vs BG Contrast,P13 vs BG SC-1.4.3/1.4.6,Palette 14,P14 vs BG Contrast,P14 vs BG SC-1.4.3/1.4.6,Palette 15,P15 vs BG Contrast,P15 vs BG SC-1.4.3/1.4.6,Palette SC-1.4.3 AA Normal (>=4.5:1),Palette SC-1.4.3 AA Large (>=3:1),Palette SC-1.4.6 AAA Normal (>=7:1),Palette SC-1.4.6 AAA Large (>=4.5:1),Cursor Color,Cursor vs BG Contrast,Cursor vs BG SC-1.4.11 (>=3:1),Cursor Text Color,CursorTxt vs Cursor Contrast,CursorTxt vs Cursor SC-1.4.3/1.4.6,Selection BG,Selection FG,SelFG vs SelBG Contrast,SelFG vs SelBG SC-1.4.3/1.4.6,SelBG vs BG Contrast,SelBG vs BG SC-1.4.11 (>=3:1),Blue Light Index,Color Temperature (K),Palette Min DeltaE,Palette Hue StdDev (deg),APCA FG/BG (Lc),APCA Palette Body (|Lc|>=75),APCA Palette Large (|Lc|>=60)
142,Solarized Osaka Night,58,#1A1B26,#C0CAF5,10.59:1,AAA,#15161E,1.05:1,Fail,#F7768E,6.46:1,AA,#9ECE6A,9.35:1,AAA,#E0AF68,8.55:1,AAA,#7AA2F7,6.79:1,AA,#BB9AF7,7.39:1,AAA,#7DCFFF,9.96:1,AAA,#A9B1D6,8.10:1,AAA,#414868,1.91:1,Fail,#F7768E,6.46:1,AA,#9ECE6A,9.35:1,AAA,#E0AF68,8.55:1,AAA,#7AA2F7,6.79:1,AA,#BB9AF7,7.39:1,AAA,#7DCFFF,9.96:1,AAA,#C0CAF5,10.59:1,AAA,14/16,14/16,10/16,14/16,#C0CAF5,10.59:1,Pass,#1A1B26,10.59:1,AAA,#283457,#C0CAF5,7.57:1,AAA,1.40:1,Fail,0.477,12933,0.00,79.11,-73.8,0/16,7/16
143,TokyoNight Night,58,#1A1B26,#C0CAF5,10.59:1,AAA,#15161E,1.05:1,Fail,#F7768E,6.46:1,AA,#9ECE6A,9.35:1,AAA,#E0AF68,8.55:1,AAA,#7AA2F7,6.79:1,AA,#BB9AF7,7.39:1,AAA,#7DCFFF,9.96:1,AAA,#A9B1D6,8.10:1,AAA,#414868,1.91:1,Fail,#F7768E,6.46:1,AA,#9ECE6A,9.35:1,AAA,#E0AF68,8.55:1,AAA,#7AA2F7,6.79:1,AA,#BB9AF7,7.39:1,AAA,#7DCFFF,9.96:1,AAA,#C0CAF5,10.59:1,AAA,14/16,14/16,10/16,14/16,#C0CAF5,10.59:1,Pass,#1A1B26,10.59:1,AAA,#283457,#C0CAF5,7.57:1,AAA,1.40:1,Fail,0.477,12933,0.00,79.11,-73.8,0/16,7/16
144,Wild Cherry,58,#1F1726,#DAFAFF,15.80:1,AAA,#000507,1.18:1,Fail,#D94085,4.15:1,AA-Large,#2AB250,6.27:1,AA,#FFD16F,12.08:1,AAA,#883CDC,3.08:1,AA-Large,#ECECEC,14.71:1,AAA,#C1B8B7,8.94:1,AAA,#FFF8DE,16.32:1,AAA,#009CC9,5.46:1,AA,#DA6BAC,5.53:1,AA,#F4DCA5,12.93:1,AAA,#EAC066,10.12:1,AAA,#308CBA,4.62:1,AA,#AE636B,3.97:1,AA-Large,#FF919D,8.10:1,AAA,#E4838D,6.56:1,AA,12/16,15/16,7/16,12/16,#DD00FF,4.57:1,Pass,#FF7FFF,1.76:1,Fail,#002831,#E4FFFF,14.87:1,AAA,1.12:1,Fail,0.465,12427,7.30,94.31,-99.3,4/16,6/16
145,GitHub Light Colorblind,58,#FFFFFF,#24292F,14.65:1,AAA,#24292F,14.65:1,AAA,#B35900,4.83:1,AA,#0550AE,7.59:1,AAA,#4D2D00,12.42:1,AAA,#0969DA,5.19:1,AA,#8250DF,5.05:1,AA,#1B7C83,4.93:1,AA,#6E7781,4.55:1,AA,#57606A,6.39:1,AA,#8A4600,7.10:1,AAA,#0969DA,5.19:1,AA,#633C01,9.64:1,AAA,#218BFF,3.39:1,AA-Large,#A475F9,3.24:1,AA-Large,#3192AA,3.61:1,AA-Large,#8C959F,3.04:1,AA-Large,12/16,16/16,5/16,12/16,#0969DA,5.19:1,Pass,#3C9CFF,1.83:1,Fail,#24292F,#FFFFFF,14.65:1,AAA,14.65:1,Pass,0.333,6503,0.00,73.10,101.5,6/16,14/16
146,Aura,58,#15141B,#EDECEE,15.54:1,AAA,#110F18,1.04:1,Fail,#FF6767,6.44:1,AA,#61FFCA,14.52:1,AAA,#FFCA85,12.23:1,AAA,#A277FF,5.77:1,AA,#A277FF,5.77:1,AA,#61FFCA,14.52:1,AAA,#EDECEE,15.54:1,AAA,#4D4D4D,2.16:1,Fail,#FFCA85,12.23:1,AAA,#A277FF,5.77:1,AA,#FFCA85,12.23:1,AAA,#A277FF,5.77:1,AA,#A277FF,5.77:1,AA,#61FFCA,14.52:1,AAA,#EDECEE,15.54:1,AAA,14/16,14/16,8/16,14/16,#A277FF,5.77:1,Pass,#EDECEE,2.69:1,Fail,#A277FF,#EDECEE,2.69:1,Fail,5.77:1,Pass,0.431,9580,0.00,102.94,-94.9,8/16,8/16
147,IBM 5153 CGA (Black),58,#000000,#C4C4C4,12.04:1,AAA,#000000,1.00:1,Fail,#C40000,3.35:1,AA-Large,#00C400,8.90:1,AAA,#C47E00,6.33:1,AA,#0000C4,1.80:1,Fail,#C400C4,4.14:1,AA-Large,#00C4C4,9.69:1,AAA,#C4C4C4,12.04:1,AAA,#4E4E4E,2.52:1,Fail,#DC4E4E,5.24:1,AA,#4EDC4E,11.67:1,AAA,#F3F34E,17.74:1,AAA,#4E4EDC,3.45:1,AA-Large,#F34EF3,7.19:1,AAA,#4EF3F3,15.44:1,AAA,#FFFFFF,21.00:1,AAA,10/16,13/16,8/16,10/16,#C4C4C4,12.04:1,Pass,#000000,12.04:1,AAA,#C4C4C4,#000000,12.04:1,AAA,12.04:1,Pass,0.333,0,15.70,112.47,-70.9,3/16,6/16
148,Rose Pine Moon,57,#232136,#E0DEF4,11.86:1,AAA,#393552,1.34:1,Fail,#EB6F92,5.38:1,AA,#3E8FB0,4.29:1,AA-Large,#F6C177,9.55:1,AAA,#9CCFD8,9.19:1,AAA,#C4A7E7,7.47:1,AAA,#EA9A97,7.13:1,AAA,#E0DEF4,11.86:1,AAA,#6E6A86,3.03:1,AA-Large,#EB6F92,5.38:1,AA,#3E8FB0,4.29:1,AA-Large,#F6C177,9.55:1,AAA,#9CCFD8,9.19:1,AAA,#C4A7E7,7.47:1,AAA,#EA9A97,7.13:1,AAA,#E0DEF4,11.86:1,AAA,12/16,15/16,10/16,12/16,#E0DEF4,11.86:1,Pass,#232136,11.86:1,AAA,#44415A,#E0DEF4,7.41:1,AAA,1.60:1,Fail,0.535,25000,0.00,74.69,-85.3,2/16,6/16
149,Teerb,57,#262626,#D0D0D0,9.81:1,AAA,#1C1C1C,1.13:1,Fail,#D68686,5.49:1,AA,#AED686,9.20:1,AAA,#D7AF87,7.47:1,AAA,#86AED6,6.51:1,AA,#D6AED6,7.84:1,AAA,#8ADBB4,9.28:1,AAA,#D0D0D0,9.81:1,AAA,#4F4F4F,1.85:1,Fail,#D68686,5.49:1,AA,#AED686,9.20:1,AAA,#E4C9AF,9.56:1,AAA,#86AED6,6.51:1,AA,#D6AED6,7.84:1,AAA,#B1E7DD,11.06:1,AAA,#EFEFEF,13.16:1,AAA,14/16,14/16,10/16,14/16,#E4C9AF,9.56:1,Pass,#000000,13.27:1,AAA,#4D4D4D,#FFFFFF,8.45:1,AAA,1.79:1,Fail,0.333,6503,0.00,93.67,-75.0,3/16,10/16
150,Grey Green,57,#002A1A,#FFFFFF,15.60:1,AAA,#000000,1.35:1,Fail,#FE1414,3.96:1,AA-Large,#74FF00,11.92:1,AAA,#F1FF01,14.15:1,AAA,#00DEFF,9.58:1,AAA,#FF00F0,4.84:1,AA,#00FFBC,11.91:1,AAA,#FFFFFF,15.60:1,AAA,#666666,2.72:1,Fail,#FF3939,4.38:1,AA-Large,#00FF44,11.43:1,AAA,#FFD100,10.68:1,AAA,#00AFFF,6.37:1,AA,#FF008A,4.17:1,AA-Large,#00FFD3,12.07:1,AAA,#F5ECEC,13.44:1,AAA,11/16,14/16,9/16,11/16,#FFF400,13.51:1,Pass,#AEB1B0,1.87:1,Fail,#517E50,#E2E2E2,3.64:1,AA-Large,3.31:1,Pass,0.309,8067,6.73,95.51,-105.0,8/16,9/16
151,Monokai Pro Machine,57,#273136,#F2FFFC,12.97:1,AAA,#273136,1.00:1,Fail,#FF6D7E,4.90:1,AA,#A2E57B,8.89:1,AAA,#FFED72,11.15:1,AAA,#FFB270,7.51:1,AAA,#BAA0F8,6.00:1,AA,#7CD5F1,8.01:1,AAA,#F2FFFC,12.97:1,AAA,#6B7678,2.84:1,Fail,#FF6D7E,4.90:1,AA,#A2E57B,8.89:1,AAA,#FFED72,11.15:1,AAA,#FFB270,7.51:1,AAA,#BAA0F8,6.00:1,AA,#7CD5F1,8.01:1,AAA,#F2FFFC,12.97:1,AAA,14/16,14/16,10/16,14/16,#B8C4C3,7.42:1,Pass,#859190,1.82:1,Fail,#545F62,#F2FFFC,6.42:1,AA,2.02:1,Fail,0.420,9400,0.00,107.52,-100.9,6/16,10/16
152,Guezwhoz,57,#1D1D1D,#D9D9D9,11.94:1,AAA,#333333,1.33:1,Fail,#E85181,4.76:1,AA,#7AD694,9.53:1,AAA,#B7D074,9.86:1,AAA,#5AA0D6,5.97:1,AA,#9A90E0,5.97:1,AA,#58D6CE,9.57:1,AAA,#D9D9D9,11.94:1,AAA,#808080,4.27:1,AA-Large,#E85181,4.76:1,AA,#AFD7AF,10.57:1,AAA,#D1ED85,12.98:1,AAA,#64B2ED,7.33:1,AAA,#A398ED,6.64:1,AA,#61EDE4,11.83:1,AAA,#EDEDED,14.40:1,AAA,14/16,15/16,9/16,14/16,#99D4B1,9.96:1,Pass,#1D1D1D,9.96:1,AAA,#245354,#58D6CE,4.89:1,AA,1.96:1,Fail,0.333,6503,0.00,82.15,-81.8,4/16,8/16
153,Black Metal,57,#000000,#C1C1C1,11.67:1,AAA,#000000,1.00:1,Fail,#486E6F,3.74:1,AA-Large,#DD9999,9.09:1,AAA,#A06666,4.59:1,AA,#888888,5.92:1,AA,#999999,7.37:1,AAA,#AAAAAA,9.04:1,AAA,#C1C1C1,11.67:1,AAA,#404040,2.03:1,Fail,#486E6F,3.74:1,AA-Large,#DD9999,9.09:1,AAA,#A06666,4.59:1,AA,#888888,5.92:1,AA,#999999,7.37:1,AAA,#AAAAAA,9.04:1,AAA,#C1C1C1,11.67:1,AAA,12/16,14/16,8/16,12/16,#C1C1C1,11.67:1,Pass,#8E8E8E,1.82:1,Fail,#C1C1C1,#000000,11.67:1,AAA,11.67:1,Pass,0.333,0,0.00,74.13,-69.2,0/16,2/16
154,Black Metal (Immortal),57,#000000,#C1C1C1,11.67:1,AAA,#000000,1.00:1,Fail,#5F8787,5.30:1,AA,#7799BB,7.06:1,AAA,#556677,3.55:1,AA-Large,#888888,5.92:1,AA,#999999,7.37:1,AAA,#AAAAAA,9.04:1,AAA,#C1C1C1,11.67:1,AAA,#404040,2.03:1,Fail,#5F8787,5.30:1,AA,#7799BB,7.06:1,AAA,#556677,3.55:1,AA-Large,#888888,5.92:1,AA,#999999,7.37:1,AAA,#AAAAAA,9.04:1,AAA,#C1C1C1,11.67:1,AAA,12/16,14/16,8/16,12/16,#C1C1C1,11.67:1,Pass,#8E8E8E,1.82:1,Fail,#C1C1C1,#000000,11.67:1,AAA,11.67:1,Pass,0.333,0,0.00,55.58,-69.2,0/16,2/16
155,Black Metal (Khold),57,#000000,#C1C1C1,11.67:1,AAA,#000000,1.00:1,Fail,#5F8787,5.30:1,AA,#ECEEE3,17.91:1,AAA,#974B46,3.41:1,AA-Large,#888888,5.92:1,AA,#999999,7.37:1,AAA,#AAAAAA,9.04:1,AAA,#C1C1C1,11.67:1,AAA,#404040,2.03:1,Fail,#5F8787,5.30:1,AA,#ECEEE3,17.91:1,AAA,#974B46,3.41:1,AA-Large,#888888,5.92:1,AA,#999999,7.37:1,AAA,#AAAAAA,9.04:1,AAA,#C1C1C1,11.67:1,AAA,12/16,14/16,8/16,12/16,#C1C1C1,11.67:1,Pass,#8E8E8E,1.82:1,Fail,#C1C1C1,#000000,11.67:1,AAA,11.67:1,Pass,0.333,0,0.00,55.21,-69.2,2/16,4/16
156,Black Metal (Marduk),57,#000000,#C1C1C1,11.67:1,AAA,#000000,1.00:1,Fail,#5F8787,5.30:1,AA,#A5AAA7,8.91:1,AAA,#626B67,3.82:1,AA-Large,#888888,5.92:1,AA,#999999,7.37:1,AAA,#AAAAAA,9.04:1,AAA,#C1C1C1,11.67:1,AAA,#404040,2.03:1,Fail,#5F8787,5.30:1,AA,#A5AAA7,8.91:1,AAA,#626B67,3.82:1,AA-Large,#888888,5.92:1,AA,#999999,7.37:1,AAA,#AAAAAA,9.04:1,AAA,#C1C1C1,11.67:1,AAA,12/16,14/16,8/16,12/16,#C1C1C1,11.67:1,Pass,#8E8E8E,1.82:1,Fail,#C1C1C1,#000000,11.67:1,AAA,11.67:1,Pass,0.333,0,0.00,32.35,-69.2,0/16,2/16
157,Black Metal (Venom),57,#000000,#C1C1C1,11.67:1,AAA,#000000,1.00:1,Fail,#5F8787,5.30:1,AA,#F8F7F2,19.58:1,AAA,#79241F,2.09:1,Fail,#888888,5.92:1,AA,#999999,7.37:1,AAA,#AAAAAA,9.04:1,AAA,#C1C1C1,11.67:1,AAA,#404040,2.03:1,Fail,#5F8787,5.30:1,AA,#F8F7F2,19.58:1,AAA,#79241F,2.09:1,Fail,#888888,5.92:1,AA,#999999,7.37:1,AAA,#AAAAAA,9.04:1,AAA,#C1C1C1,11.67:1,AAA,12/16,12/16,8/16,12/16,#C1C1C1,11.67:1,Pass,#8E8E8E,1.82:1,Fail,#C1C1C1,#000000,11.67:1,AAA,11.67:1,Pass,0.333,0,0.00,56.30,-69.2,2/16,4/16
158,TokyoNight,57,#1A1B26,#C0CAF5,10.59:1,AAA,#15161E,1.05:1,Fail,#F7768E,6.46:1,AA,#9ECE6A,9.35:1,AAA,#E0AF68,8.55:1,AAA,#7AA2F7,6.79:1,AA,#BB9AF7,7.39:1,AAA,#7DCFFF,9.96:1,AAA,#A9B1D6,8.10:1,AAA,#414868,1.91:1,Fail,#F7768E,6.46:1,AA,#9ECE6A,9.35:1,AAA,#E0AF68,8.55:1,AAA,#7AA2F7,6.79:1,AA,#BB9AF7,7.39:1,AAA,#7DCFFF,9.96:1,AAA,#C0CAF5,10.59:1,AAA,14/16,14/16,10/16,14/16,#C0CAF5,10.59:1,Pass,#15161E,11.16:1,AAA,#33467C,#C0CAF5,5.64:1,AA,1.88:1,Fail,0.477,12933,0.00,79.11,-73.8,0/16,7/16
159,Arthur,57,#1C1C1C,#DDEEDD,14.08:1,AAA,#3D352A,1.41:1,Fail,#CD5C5C,4.29:1,AA-Large,#86AF80,6.86:1,AA,#E8AE5B,8.63:1,AAA,#6495ED,5.73:1,AA,#DEB887,9.18:1,AAA,#B0C4DE,9.57:1,AAA,#BBAA99,7.57:1,AAA,#554444,1.86:1,Fail,#CC5533,3.99:1,AA-Large,#88AA22,6.35:1,AA,#FFA75D,8.88:1,AAA,#87CEEB,9.79:1,AAA,#996600,3.45:1,AA-Large,#B0C4DE,9.57:1,AAA,#DDCCBB,10.90:1,AAA,11/16,14/16,8/16,11/16,#E2BBEF,10.22:1,Pass,#000000,12.59:1,AAA,#4D4D4D,#FFFFFF,8.45:1,AAA,2.02:1,Fail,0.333,6503,0.00,76.69,-92.2,1/16,7/16
160,Laser,57,#030D18,#F106E3,5.47:1,AA,#626262,3.20:1,AA-Large,#FF8373,8.14:1,AAA,#B4FB73,15.81:1,AAA,#09B4BD,7.70:1,AAA,#FED300,13.52:1,AAA,#FF90FE,9.93:1,AAA,#D1D1FE,13.27:1,AAA,#F1F1F1,17.30:1,AAA,#8F8F8F,6.04:1,AA,#FFC4BE,12.93:1,AAA,#D6FCBA,17.21:1,AAA,#FFFED5,18.97:1,AAA,#F92883,5.27:1,AA,#FFB2FE,12.14:1,AAA,#E6E7FE,16.03:1,AAA,#FFFFFF,19.54:1,AAA,15/16,16/16,13/16,15/16,#00FF9C,14.69:1,Pass,#A6A6A6,1.83:1,Fail,#2E206A,#F4F4F4,12.47:1,AAA,1.42:1,Fail,0.649,25000,4.85,105.84,-40.7,10/16,11/16
161,Nord Wave,57,#212121,#D8DEE9,11.92:1,AAA,#3B4252,1.60:1,Fail,#BF616A,3.94:1,AA-Large,#A3BE8C,7.90:1,AAA,#EBCB8B,10.31:1,AAA,#81A1C1,5.98:1,AA,#B48EAD,5.68:1,AA,#88C0D0,8.05:1,AAA,#E5E9F0,13.22:1,AAA,#4C566A,2.18:1,Fail,#BF616A,3.94:1,AA-Large,#A3BE8C,7.90:1,AAA,#EBCB8B,10.31:1,AAA,#81A1C1,5.98:1,AA,#B48EAD,5.68:1,AA,#8FBCBB,7.73:1,AAA,#ECEFF4,13.97:1,AAA,12/16,14/16,8/16,12/16,#EBCB8B,10.31:1,Pass,#B89858,1.75:1,Fail,#D8DEE9,#212121,11.92:1,AAA,11.92:1,Pass,0.333,6503,0.00,97.09,-84.1,4/16,7/16
162,Terafox,57,#152528,#E6EAEA,13.05:1,AAA,#2F3239,1.23:1,Fail,#E85C51,4.58:1,AA,#7AA4A1,5.77:1,AA,#FDA47F,8.13:1,AAA,#5A93AA,4.66:1,AA,#AD5C7C,3.47:1,AA-Large,#A1CDD8,9.22:1,AAA,#EBEBEB,13.27:1,AAA,#4E5157,1.99:1,Fail,#EB746B,5.46:1,AA,#8EB2AF,6.88:1,AA,#FDB292,9.01:1,AAA,#73A3B7,5.77:1,AA,#B97490,4.49:1,AA-Large,#AFD4DE,10.02:1,AAA,#EEEEEE,13.64:1,AAA,12/16,14/16,6/16,12/16,#E6EAEA,13.05:1,Pass,#152528,13.05:1,AAA,#293E40,#E6EAEA,9.33:1,AAA,1.40:1,Fail,0.449,10791,1.05,109.12,-91.1,2/16,6/16
163,Ubuntu,57,#300A24,#EEEEEC,15.13:1,AAA,#2E3436,1.39:1,Fail,#CC0000,2.99:1,Fail,#4E9A06,4.98:1,AA,#C4A000,7.01:1,AAA,#3465A4,2.97:1,Fail,#75507B,2.67:1,Fail,#06989A,4.99:1,AA,#D3D7CF,12.05:1,AAA,#555753,2.41:1,Fail,#EF2929,4.20:1,AA-Large,#8AE234,10.89:1,AAA,#FCE94F,14.15:1,AAA,#729FCF,6.34:1,AA,#AD7FA8,5.34:1,AA,#34E2E2,10.99:1,AAA,#EEEEEC,15.13:1,AAA,10/16,11/16,6/16,10/16,#BBBBBB,9.16:1,Pass,#FFFFFF,1.92:1,Fail,#B5D5FF,#000000,13.93:1,AAA,11.66:1,Pass,0.351,1633,9.25,98.51,-95.1,3/16,5/16
164,Django Reborn Again,57,#051F14,#DADEDC,12.75:1,AAA,#000000,1.21:1,Fail,#FD6209,5.71:1,AA,#41A83E,5.69:1,AA,#FFE862,14.00:1,AAA,#245032,1.87:1,Fail,#F8F8F8,16.31:1,AAA,#9DF39F,12.99:1,AAA,#FFFFFF,17.32:1,AAA,#4C4C4C,2.02:1,Fail,#FF943B,7.88:1,AAA,#73DA70,9.89:1,AAA,#FFFF94,16.48:1,AAA,#568264,3.94:1,AA-Large,#FFFFFF,17.32:1,AAA,#CFFFD1,15.57:1,AAA,#FFFFFF,17.32:1,AAA,12/16,13/16,10/16,12/16,#FFCC00,11.45:1,Pass,#9A9E9C,1.79:1,Fail,#203727,#DADEDC,9.44:1,AAA,1.35:1,Fail,0.315,7895,0.00,44.42,-84.5,8/16,9/16
165,HaX0R Blue,57,#010515,#11B7FF,8.94:1,AAA,#010921,1.03:1,Fail,#10B6FF,8.86:1,AAA,#10B6FF,8.86:1,AAA,#10B6FF,8.86:1,AAA,#10B6FF,8.86:1,AAA,#10B6FF,8.86:1,AAA,#10B6FF,8.86:1,AAA,#FAFAFA,19.46:1,AAA,#484157,2.10:1,Fail,#00B3F7,8.50:1,AAA,#00B3F7,8.50:1,AAA,#00B3F7,8.50:1,AAA,#00B3F7,8.50:1,AAA,#00B3F7,8.50:1,AAA,#00B3F7,8.50:1,AAA,#FEFEFE,20.14:1,AAA,14/16,14/16,14/16,14/16,#10B6FF,8.86:1,Pass,#FFFFFF,2.29:1,Fail,#C1E4FF,#A9A9A9,1.77:1,Fail,15.29:1,Pass,0.805,5054,0.00,34.59,-57.9,2/16,2/16
166,Monokai Pro,57,#2D2A2E,#FCFCFA,13.79:1,AAA,#2D2A2E,1.00:1,Fail,#FF6188,4.94:1,AA,#A9DC76,8.90:1,AAA,#FFD866,10.30:1,AAA,#FC9867,6.63:1,AA,#AB9DF2,5.96:1,AA,#78DCE8,8.91:1,AAA,#FCFCFA,13.79:1,AAA,#727072,2.88:1,Fail,#FF6188,4.94:1,AA,#A9DC76,8.90:1,AAA,#FFD866,10.30:1,AAA,#FC9867,6.63:1,AA,#AB9DF2,5.96:1,AA,#78DCE8,8.91:1,AAA,#FCFCFA,13.79:1,AAA,14/16,14/16,8/16,14/16,#C1C0C0,7.80:1,Pass,#8E8D8D,1.82:1,Fail,#5B595C,#FCFCFA,6.75:1,AA,2.04:1,Fail,0.356,6785,0.00,95.08,-101.8,4/16,8/16
167,Monokai Pro Ristretto,57,#2C2525,#FFF1F3,13.68:1,AAA,#2C2525,1.00:1,Fail,#FD6883,5.35:1,AA,#ADDA78,9.35:1,AAA,#F9CC6C,9.93:1,AAA,#F38D70,6.33:1,AA,#A8A9EB,6.82:1,AA,#85DACC,9.22:1,AAA,#FFF1F3,13.68:1,AAA,#72696A,2.82:1,Fail,#FD6883,5.35:1,AA,#ADDA78,9.35:1,AAA,#F9CC6C,9.93:1,AAA,#F38D70,6.33:1,AA,#A8A9EB,6.82:1,AA,#85DACC,9.22:1,AAA,#FFF1F3,13.68:1,AAA,14/16,14/16,8/16,14/16,#C3B7B8,7.71:1,Pass,#FFF7F8,1.85:1,Fail,#5B5353,#FFF1F3,6.81:1,AA,2.01:1,Fail,0.297,5332,0.00,75.43,-97.6,4/16,8/16
168,Spacedust,57,#0A1E24,#ECF0C1,14.54:1,AAA,#6E5346,2.44:1,Fail,#E35B00,4.71:1,AA,#5CAB96,6.31:1,AA,#E3CD7B,10.85:1,AAA,#0F548B,2.17:1,Fail,#E35B00,4.71:1,AA,#06AFC7,6.51:1,AA,#F0F1CE,14.85:1,AAA,#684C31,2.18:1,Fail,#FF8A3A,7.31:1,AAA,#AECAB8,9.75:1,AAA,#FFC878,11.26:1,AAA,#67A0CE,6.12:1,AA,#FF8A3A,7.31:1,AAA,#83A7B4,6.66:1,AA,#FEFFF1,16.98:1,AAA,13/16,13/16,7/16,13/16,#708284,4.26:1,Pass,#002831,3.87:1,AA-Large,#0A385C,#FFFFFF,12.12:1,AAA,1.42:1,Fail,0.524,15329,0.00,79.98,-94.0,4/16,5/16
169,Kanso Ink,57,#14171D,#C5C9C7,10.73:1,AAA,#14171D,1.00:1,Fail,#C4746E,5.19:1,AA,#8A9A7B,5.97:1,AA,#C4B28A,8.62:1,AAA,#8BA4B0,6.87:1,AA,#A292A3,6.13:1,AA,#8EA4A2,6.82:1,AA,#C8C093,9.76:1,AAA,#A4A7A4,7.39:1,AAA,#E46876,5.59:1,AA,#87A987,6.88:1,AA,#E6C384,10.69:1,AAA,#7FB4CA,7.93:1,AAA,#938AA9,5.51:1,AA,#7AA89F,6.78:1,AA,#C5C9C7,10.73:1,AAA,15/16,15/16,6/16,15/16,#C5C9C7,10.73:1,Pass,#14171D,10.73:1,AAA,#22262D,#C5C9C7,9.08:1,AAA,1.18:1,Fail,0.441,10292,6.29,99.34,-72.3,0/16,4/16
170,Bright Lights,57,#191919,#B3C9D7,10.26:1,AAA,#191919,1.00:1,Fail,#FF355B,4.95:1,AA,#B7E876,12.41:1,AAA,#FFC251,10.96:1,AAA,#76D4FF,10.58:1,AAA,#BA76E7,5.72:1,AA,#6CBFB5,8.17:1,AAA,#C2C8D7,10.50:1,AAA,#4C4C4C,2.05:1,Fail,#FF355B,4.95:1,AA,#B7E876,12.41:1,AAA,#FFC251,10.96:1,AAA,#76D5FF,10.66:1,AAA,#BA76E7,5.72:1,AA,#6CBFB5,8.17:1,AAA,#C2C8D7,10.50:1,AAA,14/16,14/16,10/16,14/16,#F34B00,4.87:1,Pass,#002831,4.32:1,AA-Large,#B3C9D7,#191919,10.26:1,AAA,10.26:1,Pass,0.333,6503,0.00,114.86,-70.7,2/16,8/16
171,Cobalt Next Minimal,56,#0B1C24,#D7DEEA,12.88:1,AAA,#323D47,1.57:1,Fail,#FF657A,6.13:1,AA,#8CC98F,9.01:1,AAA,#FFC64C,11.14:1,AAA,#409DD4,5.80:1,AA,#CBA3C7,7.96:1,AAA,#37B5B4,6.99:1,AA,#D7DEEA,12.88:1,AAA,#62747F,3.59:1,AA-Large,#E47E8B,6.35:1,AA,#BADDBB,11.73:1,AAA,#FFDC91,13.18:1,AAA,#7AC0EB,8.76:1,AAA,#F3CCEF,12.19:1,AAA,#84E4E3,11.77:1,AAA,#FFFFFF,17.42:1,AAA,14/16,15/16,10/16,14/16,#37B5B4,6.99:1,Pass,#FFFFFF,2.49:1,Fail,#37B5B4,#FFFFFF,2.49:1,Fail,6.99:1,Pass,0.541,17552,13.49,104.85,-84.9,7/16,9/16
172,Thayer Bright,56,#1B1D1E,#F8F8F8,15.93:1,AAA,#1B1D1E,1.00:1,Fail,#F92672,4.47:1,AA-Large,#4DF840,11.94:1,AAA,#F4FD22,15.24:1,AAA,#2757D6,2.76:1,Fail,#8C54FE,3.88:1,AA-Large,#38C8B5,8.14:1,AAA,#CCCCC6,10.49:1,AAA,#505354,2.18:1,Fail,#FF5995,5.73:1,AA,#B6E354,11.36:1,AAA,#FEED6C,14.14:1,AAA,#3F78FF,4.30:1,AA-Large,#9E6FFE,4.96:1,AA,#23CFD5,8.83:1,AAA,#F8F8F2,15.87:1,AAA,10/16,13/16,8/16,10/16,#FC971F,7.72:1,Pass,#000000,9.59:1,AAA,#4D4D4D,#FFFFFF,8.45:1,AAA,2.00:1,Fail,0.358,7212,13.16,123.84,-101.6,5/16,8/16
